"idx","text","magnitude","score"
257,"まぢか。泣。せっかくの旅行やもんなあ～。学校ゎオリエンとかなら。授業ちゃうし大丈夫ちゃうか?(・・、)",1.0,0.1
258,"受験生わっしょーーーい入試まであと少しなんだけどね、中間テストともろ被りっていう危機的状況私には両立は困難",0.4,0.4
259,"傷口護理頭大",0.0,0.0
260,"はΣ(・□・;)。もう1時すぎてる",0.6,-0.1
261,"虹のアプリてあるんだぁ。アプリ使わなくても上手いから。でもセンスいいね",1.3,0.4
262,"こちらこそです〜〜EXO好きだのね",0.8,0.8
263,"今日やった!。なんかアトムの劇やってんけど...。意味わかんなかった...笑。まぢ。やばいな...笑",2.2,0.0
264,"それめっちゃわかる(*_*)そおなんよな",0.6,0.6
265,"私立は、センター利用で合格だな。俺は、落ちたが^_^",1.0,0.1
266,"...そんな訳でね...ご報告遅くなってしまってごめんなさい...なんですけどね...1月迄の公演ではとりあえず...昨夜3ヵ所追加でお申し込み致しましたのでね...当たるといいけどな...優さん...楽ちみに楽ちみに待ってて下さい笑...",3.2,0.2
267,"ありがとーーう♡。化粧なしは苦やったけど会えて嬉しかった可愛かったって言葉そのまま返したいレベルでめちゃ可愛いくて美やった!!",0.7,0.3
268,"まだおみさんs8になってから戦ってないわ",0.0,0.0
269,"RTありがとうございます。フォロー失礼します",0.4,0.2
270,"昨夜、飲みに行くんじゃなかった",0.2,0.2
271,"ほんとな。(。∩。̇-。̇。)=͟͟͞͞⊃。飛んでくぞ!って",0.7,0.0
272,"ならよかった。めっちゃ楽しみ(*^^*)",1.0,0.5
273,"おはよう~ღゝ◡╹)ノ♡今週は毎日、バタバタして忙しかったぁ~今日も仕事で~す。昨日は休みだったんだねはは♡。昨日の二次先行も落選だったぁ。今回は何故、当たらないんだぁ~厳しいね(◞‸◟ᅇ)ショボン",2.0,0.0
274,"でも二週間我慢できてるの尊敬!!!!!わたしはしばらく葛藤します...。キャンプのときは!!!呑んで欲しいーーーーーーーー笑",1.2,0.3
275,"寂しいよ",0.1,0.1
276,"どーでもいいけどよ...。おめぇーばっくれてんじゃねぇーぞ?。もーりーしー",0.2,0.0
277,"ぇぇえぇえ(。́⊙ω⊙`)鳥のフン?!。鳥のフンなら今後もまたなるじゃん!",1.0,-0.2
278,"もしファンミも昼間やったらさすがの兄さんもオゲンキデスカなんて言ってられんよね...",0.4,-0.4
279,"冗談だよ。よしよし(。๑。́•ω•)۶ヨシヨシ。ヴォエ!",0.3,0.0
280,"走ったりすると痛い",0.5,-0.5
281,"熱い",0.7,0.7
282,"撮らにゃいで。don't。take。",0.2,0.0
283,"オニ婆が、オニをやってあげましょうか?←オニ歴○十年",0.7,0.3
284,"《女の子にお知らせ》。雑誌『ネイルアップ』でモデルを探してます!。撮影日:6/15(金)か16(日)。撮影場所:大阪市内。3〜4時間かかると思います!。タダでネイルできて、出演料1500円もらえます!※デザインは選べません。ちょっとでも気になった子は私まで連絡ください!",4.7,0.3
285,"島根か!昔行ったことある",0.0,0.0
286,"今日は福岡にBIG。BANGとGOT7が来る日本当は見に行きたい。でも同じ所にいるのは幸せすぎる!。会えたら嬉しいな",2.5,0.6
287,"はないちもんめまたやるんけ???ってなって作り終わってから気づきました",0.4,0.1
288,"遅刻っぴーー、だる。なんで月曜から遅刻やねん。朝から3回腹痛とか。年配ばっかりや電車(笑)",0.9,-0.1
289,"元の顔は忘れた",0.5,0.5
290,"満員電車吐きそう",0.2,0.2
291,"まなてぃ〜。おはよう",0.3,0.1
292,"今日は炊いたよ!水がチョット多くて柔くなっちゃった。ところでズラ猫はやめたの?可愛かったのに",1.9,0.1
293,"服選びでもう心折れそうになるなんでこんなに色がないの",0.8,-0.8
294,"あーバイト疲れた。明日はゆっくりできるo(^▽^)o",0.8,0.2
295,"プレミアMelodix!を録画予約し忘れてた。再放送してくんないかなあ。前は再放送もあったんだが。乃木坂の主にアンダーメンが出てた様な?。途中まで居間で見てて自分の部屋に行った時にBD機が動いてないし電源入らないから壊れたのかと思った。他の番組録画されてるからただ単に予約し忘れた",2.9,0.0
296,"明日、花火する",0.1,0.1
297,"残念、これは無理",0.8,-0.8
298,"50分も遅れてしまった。ごめんなさい、",0.7,-0.2
299,"ナスのキーマカレー食べたプリシラのカレパって、どんなだろ...?",0.5,-0.5
300,"今日あけおめ行ってグッズ持って帰るのだるすぎて郵便局に郵送頼んだグッズが届くよ(^O^)!!!だいごくんの誕生日に家に届けたくてわざわざ指定日にしたの!お金かけるところ間違ってるよねって姉に言われたけどそんなの気にしてない(。̇▽。̇。)グッズ荷物になるから自分で持って帰るの嫌なんだよね",1.6,-0.2
301,"そういえば今日は森さんとラストだ!!︎",0.7,0.7
302,"横入りすんません(^_^;)ホントだね〜言いなさい。RT。。ほんとだよね“。お〜まだまだiTunes全てジャンルでアルバム一位(0:04)。ちゃんと芸能ニュースで言いなさいよ。",1.2,0.0
303,"みんなおはよー!",0.3,0.3
304,"なんとー!!運送屋も混乱しとるんかなー。",0.9,-0.4
305,"風強すぎ",0.3,-0.3
306,"同窓会に先生もいて、全然生徒だけの内輪の集まりじゃないことを知って、正直怒り心頭笑。幹事なにやってんのよーーーー",1.4,-0.7
307,"多分そーだと思う!。そんなにわら",0.3,0.1
308,"ワイはいつもヘッド入れられダウン取られまふあの界隈の人達は意味不です。その為。砂は基本持ちたくないです",1.8,-0.5
309,"あやのっちおはよ～。願い事叶うように俺もお祈りしてるね",0.6,0.3
310,"結局LINEだけの口だけだったみたい",0.3,-0.3
311,"おはようさんです。だんちゃんさん。体調はいかがですか?。傷心のハマスタでした。それでもこの順位まだまだまだ。今日も、宜しくです。台風が",2.3,0.2
312,"歯磨きしながらボーッと見てたら...。うわ〜ってなりました",0.7,0.3
313,"そうなんですねぜひ来年までにイソンさんのスタイリングでデニムをどんどん着せましょう足長いし、あのスタイルだし、何着てもこっちはパタリなんですが_(┐「ε:)_パタリ♡♡",0.6,0.6
314,"じゅ、10年前...?!もうそんなに経つんですか時の流れは怖いですね。。。でも懐かしい!!︎",1.0,0.3
315,"この時間に大森の惚気を聞くのは辛い。まあ、とても幸せそうだし惚気てる時だけ可愛いから許す。明日も朝から大森の惚気聞かされるのか...。",1.2,0.3
316,"おめでとうございます。ホントだ～小さくても、寝てても今の戸嵜くんの顔だスゴい～笑。また、東レの体育館で戸嵜くんの練習風景見学できる日を楽しみに待ってます",1.5,0.5
317,"しろいのさん。割と早くノコノコ戻ってきてしまいました笑",1.2,0.6
318,"世間せまー笑去年の4月くらいから色々悩んだり落ち込んだりしてたのが馬鹿みたい!!笑",0.6,0.3
319,"ありがとうございます。持っているものの、少ししか活用できていません誰かのために作らないとやる気が続かないのかもしれませんが。RT。。。李さんの中華本のレシピオススメです!",0.6,0.0
320,"バス間に合わないかな～。授業遅れる気がする。15分までタッチできたっけ",0.8,0.0
321,"朝礼で足ビッコしてたかも...",0.5,0.5
322,"おーーなんか...。素晴らしい°˖✧◝(0▿0)◜✧˖°",1.1,0.3
323,"まさかの今日も電話くるとわ...思ってもなかった(ー。ー;)。今月休み5回しかない",0.8,0.0
324,"朝から、今宵まで、よく働いた。明日も朝一から、頑張らないと*・。゚゚・*:.。..。.:*・'(*゚▽゚*)'・*:.。.。.。.:*・。゚゚・*",2.1,0.5
325,"(^^)やっぱりあんまり鶴見はぱっしないことがわかったよ～",0.3,-0.3
326,"ビールのんだら二日酔い",0.3,0.3
327,"ねむすぎ、、、通勤ラッシュヤダな〜",0.5,-0.5
328,"雨じゃないのに湿気がすごい感じやめてくださいほんとにやだ",0.8,-0.8
329,"無になるんだ......ひろみさんは教室の椅子...教室の椅子...教室の椅子...(漂流教室)もしくは石の人形...まばたきもしない感情のない人形(ガラスの仮面)。無に...∩(。́・ω・`)つ―*'``*:.。.。.。.:*・。゚゚・*。愚痴ツイ待ってんよ...",3.3,0.0
330,"調子悪いなら悪いって言って欲しいよね",0.4,-0.4
331,"電車でくすくす笑われると自分かと思う",0.4,0.4
332,"あみちゃんHPB♡。ごめんLCSいききらんくなった泣。次のやつゎ絶対いくけんっ!。ごめんねほんと頑張ってね'(*゚▽゚*)'♡。18歳たのしんで♪これからも千芳をよろしく",2.0,0.3
333,"キノさん雑描きプレゼントタグへの反応ありがとでした〜!。",0.0,0.0
334,"ローレンス!。メリークリスマス。ミスターローレン",0.3,0.1
335,"松野代表...?。新しい党名...。偽維新の党の名前がきえる。新しい党名は勝手につければよいが...名前が変わっても議員が同じ...出戻りに行き場を無くした議員等々...スクラップ小沢一郎も...止めに山本太郎まで。お笑いダヨ。",3.7,-0.2
336,"おはなぁーちゃん。今日から学校です。頑張りましょ!",1.6,0.5
337,"2次元ひろしの取れたてうんこ美味しい。不安なら貯金すればいいじゃん!!!貯金しないなら考えるのをやめて今を楽しもう!!!",0.5,0.0
338,"まじだわ、この間の身体痒いのも。風邪のせいらしくて。皮膚科と内科の常連様ですわ",0.8,0.2
339,"1戦目:炎。×。ジュエルフレドラ狐は読めんかったスカーフ豚も読めんかった最後ポリZが最速なら多分勝ってた完全な読み負け",1.2,0.0
340,"私の通っている歯医者に「笑気ガス」なんて甘ったれたもんは置いてないらしい...今からまな板の上のコブタになってきますブヒブヒ。",1.1,-0.2
341,"誰も来ないと思ったら...。ペガサスみたいだった〜。っていう意味だった世界中の人に幸せになってほしいーーーみむみむは、。CUTE。だなぁ(♡。ひさしぶりの。。あたらしいホテルはねむれないな〜おうちでゴ〜ロゴロた〜〜いむ!",2.5,0.2
