"idx","sentence","magnitude","score"
188,"はんにゃのギャグ『ズグダンズンブングンゲーム(4年前に流行)』とオリラジのギャグ『武勇伝(8年前に流行)』を使った『ズグダン武勇伝謝罪』も面白いそれぞれのギャグって随分前のものになるんだねぇ",0.0,0.0
189,"陰キャは俺の為にある言葉や。",0.3,0.3
189,"軽々しく使う事なかれ。",0.0,0.0
189,"君達は太陽に燃やされた事があるか?。",0.3,0.3
189,"俺はない。",0.2,-0.2
189,"そゆことで",0.0,0.0
190,"何様って感じ",0.0,0.0
191,"お友達さんは結婚できてはるから羨ましいです結婚したいし、子供も産みたいですが...",0.6,0.6
191,"今年で30ですからね",0.1,0.1
192,"【求人!】。「",0.1,0.1
192,"フットサルやサッカーわからないから不安」。",0.4,-0.4
192,"安心してください、大丈夫です。",0.9,0.9
192,"一からスタッフがちゃんと教えます!。",0.7,0.7
192,"女性の方も大歓迎です。",0.9,0.9
192,"たくさんのご応募お待ちしております。",0.8,0.8
192,"ご応募はこちら⇒",0.4,0.4
193,"お疲れ様だよー。",0.1,0.1
193,"こいたしゃだって疲れてるだろうに...。",0.2,-0.2
193,"無理しないでね;;;;",0.5,-0.5
194,"ホテル帰ってきたの2時半とかで。",0.2,0.2
194,"そこから即寝して朝シャン浴びたけど......。",0.1,0.1
194,"とりあえず寝不足やしとりあえず二日酔いやしとりあえずだるいって感じで無理。",0.1,0.1
194,"今日俺講習せなあかんのに",0.2,-0.2
195,"やぱり風邪だったの?",0.1,-0.1
196,"の子さんおはよう〜!",0.1,0.1
196,"今日は運動会だよ!。",0.4,0.4
196,"クソめんでぃー",0.8,-0.8
197,"こっちはもう雨降ってるしめっちゃ寒いよ。",0.5,-0.5
197,"お休みまったり楽しんでね。",0.7,0.7
197,"お仕事行って来まーす",0.1,0.1
198,"ちんちゃ?。",0.0,0.0
198,"・°°・(>_<)・°°・。",0.1,0.1
198,"ごめんんんんp_q怒りマークだったのよーん。",0.3,-0.3
198,"・°°・(>_<)・°°・。",0.1,0.1
198,"これだったら見えたかなぁ...",0.2,-0.2
199,"ええなー",0.7,0.7
200,"失くしたんか(。̄◇",0.1,0.1
200,"。̄",0.1,0.1
200,";)。",0.0,0.0
200,"SHUREはステム細いから装着感と遮音性がかなり良いよ。",0.9,0.9
200,"そのせいで壊れやすかったりするけどw",0.5,0.5
201,"そういえばね。。",0.3,0.3
201,"携帯変える前とかすごい携帯調子悪くて。。",0.6,-0.6
201,"LINEうまく動かんかったりもしたのね。。",0.1,0.1
201,"もしかしたら全然へんじ返せてない人いるかも...",0.5,-0.5
201,"ごめん。",0.0,0.0
201,"もう直ったと思うけど、返事できてなかった人申し訳ない(。́",0.6,-0.6
201,"×ω×`)",0.1,0.1
202,"まさかの。",0.0,0.0
202,"笑。",0.1,0.1
202,"頭痛からの吐き気があんなにつらいとは知らなかったよ。",0.4,-0.4
202,"あとひくし",0.2,0.2
203,"ダラヽ(;▽;)ノ。",0.5,0.5
203,"けいためヽ(;▽;)ノ羨ましい。",0.7,0.7
204,"なんかいいかもとおもった",0.5,0.5
205,"アプリとれたから久しぶりやったら無課金でいけた。",0.7,0.7
205,"じょんすくんだけに全神経を注いだ!!",0.2,-0.2
205,"他グルのカードは全部この人に当てたからすっからかん(。́",0.5,-0.5
205,"・_・`)。",0.0,0.0
206,"良かったぁ。",0.5,0.5
206,"こっちは直撃してないのに雨と風がヤバかったわしかも蒸し暑いし不快指数MAXだよ",0.4,-0.4
207,"ウンビ姉さんの筋肉に誰も称賛の声をあげていないのはどういうことなんですか????。",0.3,-0.3
208,"寝不足と涙で仕事なうだけど顔パンパン笑",0.9,0.9
209,"ダメです、火力が足りません!。",0.7,-0.7
209,"ころパパ、出動できますか",0.5,0.5
210,"いいや、ちゃんとお母さんに相談しよう。",0.8,0.8
210,"多分取り合っては貰えないけど私がそう思ってるってことをちゃんと知っていて貰おう。",0.2,0.2
210,"少しは母らしいことしなさい",0.1,0.1
211,"辛すぎて仔サンジとサンジを直視できないので、先週、今週号は全頁切り取って保管箱へ。",0.6,-0.6
211,"サンジ無事奪還後ならちゃんと読めるかも。。",0.8,0.8
211,"アニメも辛い。",0.7,-0.7
211,"仔サンジ見て朝から号泣で一日屍決定。",0.6,0.6
212,"そらちん...",0.0,0.0
212,"ハッスルし過ぎてこの後ヘトヘトになった事は言うまでも無い(笑)。",0.0,0.0
212,"I'm。",0.0,0.0
212,"playing。",0.1,0.1
212,"until。",0.0,0.0
212,"exhausted.by。",0.1,0.1
212,"Sora。。。。",0.1,0.1
213,"オェェイェイェイェ",0.0,0.0
214,"No。",0.2,-0.2
214,"がーるふれんどだよ。",0.0,0.0
214,"てか、ゆりなさんって大人なの!!?。",0.0,0.0
214,"てっきりJK。",0.0,0.0
214,"かとおもった",0.1,0.1
215,"ほんま、明日家くんなよ。",0.0,0.0
215,"デレラまた月曜日ね?。",0.0,0.0
215,"覚えといてね?",0.3,0.3
216,"激のあとの、あの暑さ、ほんと、嫌だ(>_<)。",0.2,0.2
216,"しかも今日は蒸してるから、髪も乱れるし",0.2,-0.2
217,"I'm。",0.0,0.0
217,"a。",0.1,0.1
217,"celebrityはほんとにエグい",0.2,0.2
218,"今晩はSoftBank岩槻店です。",0.6,0.6
218,"本日の営業は終了いたしました。",0.7,-0.7
218,"また明日も皆様のご来店を心よりお待ちしております",0.5,0.5
219,"お返事ありがとうございます!。",0.0,0.0
219,"いただいていたのに遅くなってすみません。",0.1,-0.1
219,"田舎からの遠征でしたので、昨日は帰省中でした。",0.0,0.0
219,"B'z仲間増えるのうれしいです!!!。",0.9,0.9
219,"私もフォローさせていただいてもよろしいですか?。",0.2,0.2
219,"また、楽しそうな投稿をゆっくりみさせて下さい!",0.3,0.3
220,"なんか......",0.1,-0.1
220,"世も末。",0.1,0.1
220,"気分が悪くなる。",0.6,-0.6
220,"法律ってなんだろうね。",0.6,-0.6
220,"あ、某事件の感想です...",0.2,-0.2
221,"な、なんだって?。「",0.1,0.1
221,"まだ学校の課題終わってない」だと?。",0.3,0.3
221,"ふ、ふざけるな。",0.9,-0.9
221,"できる生徒なら、「魔剤ブースト」。",0.4,0.4
221,"他の生徒を凌ぐスピードと徹夜で速攻終了。",0.8,-0.8
221,"まだTwitterしてるような人はもう「無理」かな...。",0.3,-0.3
221,"お腹痛い",0.0,0.0
222,"えっ意味がわからない...笑",0.8,-0.8
223,"そうだね(^-^)/。",0.3,0.3
223,"それが相鉄あんまり使わないんだよね。",0.7,-0.7
223,"つかうのバイト帰りの土、日くらい。",0.0,0.0
223,"バスで横浜まで出ちゃう。",0.3,0.3
223,"あの広告見たことない",0.4,-0.4
224,"きちんと改めて、神社案内の看板を読みましたら、凄い神社なのですね。",0.7,0.7
224,"御守りをと考えてくれた気持ちが、とても嬉しくて大切にします!。",0.9,0.9
224,"本当にありがとうございます。",0.2,0.2
225,"覚えてるヽ(;▽;)ノ逆に覚えてくれてて嬉しい。",0.9,0.9
225,"またよろしくね!",0.7,0.7
226,"酔っ払った私を籠原までお迎えきてくれたひとちゃんありがとうーらぶ!!。",0.3,0.3
226,"あー気持ちわるいー",0.1,0.1
227,"エッ。",0.1,0.1
227,"25ですか?。",0.0,0.0
227,"そしたら楽勝でしょfight。",0.5,0.5
227,"私は夜月例会が有りますがHDは。",0.5,0.5
227,"ありません。。",0.8,-0.8
227,"おそらく優勝ラインは4Gで1,000前後。",0.0,0.0
227,"だと思います。。",0.7,0.7
227,"なので850以上で10位以内を目標にします",0.5,0.5
228,"かほちん実習なのかよしっかり準備してぶちかましてきてくれ(^-^)/",0.3,0.3
229,"早く帰りたい。。",0.2,0.2
229,"やっぱ派遣だめなやつ",0.6,-0.6
230,"ありがとう!",0.6,0.6
230,"おやすみなさい",0.0,0.0
231,"お～もう。",0.1,0.1
231,"セミの声が聞こえてきてるんか～。",0.3,-0.3
231,"夏やな～",0.5,0.5
232,"見るよ",0.0,0.0
233,"そんな発言してたのか!",0.0,0.0
233,"普通にもう卒業してるやろなーとは思ってたし、今でもそう思てるで!",0.1,-0.1
234,"是非こんなれのでよかったら濃ゆく濃ゆく行きましょう",0.9,0.9
235,"ぎゃー(>_<)ぶらイヤ〜んでもすきRT。。",0.8,0.8
235,"ジュベールwww。",0.2,0.2
236,"好みのアンプ探さなあかんな、、。",0.7,-0.7
236,"ディーゼルとか置いてないよう...。",0.3,-0.3
236,"有益な情報サンクス!",0.4,0.4
237,"はーん!?。",0.0,0.0
237,"パワーアップキャンペーンって、ま!?。",0.4,0.4
237,"まじで、ま!?。",0.0,0.0
238,"甲子園ソングとか嬉しいヽ(",0.9,0.9
238,"。́∀",0.1,0.1
238,"`",0.0,0.0
238,")ノ。",0.1,0.1
238,"あんまり見たことないけど。",0.2,0.2
238,"せっかくやしみよっかな。",0.0,0.0
238,"朝からテンションあがる",0.9,0.9
239,"えっ、にゃんこちゃん入院してるの?",0.0,0.0
239,"えっ、えっ、体調崩しちゃったの?",0.2,-0.2
239,"大丈夫?",0.1,0.1
239,"じゃないよねにゃんこちゃん点滴だけだと体力つかないよね...",0.0,0.0
239,"体力が回復して早く元気なにゃんこちゃんに戻ってね遠い日本から早く退院できるように願ってるからねーーー",0.6,0.6
240,"今日はTLが陽だまり祭りだ潤担さん、ほんとかわいいなぁ。",0.9,0.9
240,"自分たちで楽しむのがじょうず",0.1,0.1
241,"家の前で不良に絡まれる夢を見るという目覚めの悪い朝www。",0.2,-0.2
241,"おはようございます",0.0,0.0
242,"今から帰るよクタクタや",0.1,0.1
243,"ハジ→。",0.0,0.0
243,"お誕生日おめでとう。",0.4,0.4
243,"もぉこれいうの何回目だろうね。",0.5,-0.5
243,"ハジ→の音楽とライブは初心に戻れる場所。",0.4,0.4
243,"しんどい時に寄り添ってくれる場所。",0.4,0.4
243,"大好きなみんなに会える場所。",0.9,0.9
243,"いつもそんな場所を作ってくれてありがとう。",0.6,0.6
243,"今までまこれからもそんな場所を作ってくれるハジ→が大好きです",0.9,0.9
244,"あみありがとう(。́",0.0,0.0
244,"°̥̥̥̥̥̥̥̥д°̥̥̥̥̥̥̥̥`)。",0.1,0.1
244,"みんな頑張ってるんだって。",0.4,0.4
244,"自分に言い聞かせてがんばるね",0.9,0.9
245,"彼氏と電話するとほんとこんな感じ",0.9,0.9
246,"文面の威圧感が半端ない件について...",0.3,-0.3
247,"おはようございます",0.0,0.0
248,"あら、バレるの早かった",0.6,0.6
249,"寝る...",0.5,0.5
249,"たまと寝る...",0.5,0.5
249,"子供体温抱きしめながら寝る...",0.7,0.7
250,"あかん古典の先生ほんま無理(T_T)。",0.9,-0.9
250,"前髪目にかかってるのにどけないの見ててうっとうしい。",0.9,-0.9
250,"自分のピン留め貸してあげたくなった。",0.8,0.8
250,"笑",0.2,0.2
251,"wwwwww。",0.0,0.0
251,"おばろう(。̇꒳",0.2,0.2
251,"。̇。)。",0.0,0.0
251,"神だべ笑笑笑",0.5,0.5
252,"まじ長いっす笑。",0.1,0.1
252,"人生で1番長居2週間でしたわ",0.0,0.0
253,"メインボーカルは迫力ある歌声でなんと13歳今月14歳。",0.2,0.2
253,"そしてダンスのクオリティも高いし、中西里緒を筆頭にビジュアルも高いので。",0.9,0.9
253,"天草のグループですが、遠征もかなりな頻度でやってますので機会があれば是非",0.4,0.4
254,"おはようございます。",0.2,0.2
254,"今日もよろしくです",0.7,0.7
255,"週間天気予報みてビックリ今週やばいね。",0.9,0.9
255,"こまたんおはよー!",0.1,0.1
255,"ぬくぬくしてがんばろー!",0.1,0.1
255,"o(^▽^)o",0.3,0.3
256,"""。",0.0,0.0
256,"どうする～アイフル～。",0.0,0.0
256,"♫。""""",0.0,0.0
256,"Muppet。",0.1,0.1
256,"Show。",0.1,0.1
256,"Theme。",0.1,0.1
256,"Song""""。",0.0,0.0
256,"by。。",0.0,0.0
257,"まぢか。",0.1,0.1
257,"泣。",0.0,0.0
257,"せっかくの旅行やもんなあ～。",0.1,-0.1
257,"学校ゎオリエンとかなら。",0.1,0.1
257,"授業ちゃうし大丈夫ちゃうか?(",0.3,0.3
257,"・・、)",0.1,0.1
258,"受験生わっしょーーーい入試まであと少しなんだけどね、中間テストともろ被りっていう危機的状況私には両立は困難",0.4,0.4
259,"傷口護理頭大",0.0,0.0
260,"はΣ(・",0.0,0.0
260,"・;)。",0.0,0.0
260,"もう1時すぎてる",0.5,-0.5
261,"虹のアプリてあるんだぁ。",0.1,0.1
261,"アプリ使わなくても上手いから。",0.2,0.2
261,"でもセンスいいね",0.9,0.9
262,"こちらこそです〜〜EXO好きだのね",0.8,0.8
263,"今日やった!。",0.2,0.2
263,"なんかアトムの劇やってんけど...。",0.2,-0.2
263,"意味わかんなかった...",0.8,-0.8
263,"笑。",0.1,0.1
263,"まぢ。",0.1,0.1
263,"やばいな...笑",0.6,0.6
264,"それめっちゃわかる(*_*)そおなんよな",0.6,0.6
265,"私立は、センター利用で合格だな。",0.6,0.6
265,"俺は、落ちたが^_^",0.3,-0.3
266,"...",0.1,0.1
266,"そんな訳でね...",0.0,0.0
266,"ご報告遅くなってしまってごめんなさい...",0.5,-0.5
266,"なんですけどね...1月迄の公演ではとりあえず...",0.0,0.0
266,"昨夜3ヵ所追加でお申し込み致しましたのでね...",0.5,0.5
266,"当たるといいけどな...",0.6,0.6
266,"優さん...",0.5,0.5
266,"楽ちみに楽ちみに待ってて下さい笑...",0.7,0.7
267,"ありがとーーう♡。",0.0,0.0
267,"化粧なしは苦やったけど会えて嬉しかった可愛かったって言葉そのまま返したいレベルでめちゃ可愛いくて美やった!!",0.7,0.7
268,"まだおみさんs8になってから戦ってないわ",0.0,0.0
269,"RTありがとうございます。",0.0,0.0
269,"フォロー失礼します",0.4,0.4
270,"昨夜、飲みに行くんじゃなかった",0.2,0.2
271,"ほんとな。(。",0.0,0.0
271,"∩。̇-。̇。)",0.2,-0.2
271,"=͟͟͞͞⊃。",0.2,0.2
271,"飛んでくぞ!",0.0,0.0
271,"って",0.0,0.0
272,"ならよかった。",0.0,0.0
272,"めっちゃ楽しみ(*^^*)",0.9,0.9
273,"おはよう~ღゝ◡╹)ノ♡今週は毎日、バタバタして忙しかったぁ~今日も仕事で~す。",0.9,0.9
273,"昨日は休みだったんだねはは♡。",0.1,0.1
273,"昨日の二次先行も落選だったぁ。",0.0,0.0
273,"今回は何故、当たらないんだぁ~厳しいね(◞‸◟ᅇ)ショボン",0.8,-0.8
274,"でも二週間我慢できてるの尊敬!!!!!",0.4,0.4
274,"わたしはしばらく葛藤します...。",0.4,0.4
274,"キャンプのときは!!!",0.3,0.3
274,"呑んで欲しいーーーーーーーー笑",0.0,0.0
275,"寂しいよ",0.1,0.1
276,"どーでもいいけどよ...。",0.0,0.0
276,"おめぇーばっくれてんじゃねぇーぞ?。",0.0,0.0
276,"もーりーしー",0.0,0.0
277,"ぇぇえぇえ(。́⊙",0.1,0.1
277,"ω⊙`)鳥のフン?!。",0.5,-0.5
277,"鳥のフンなら今後もまたなるじゃん!",0.4,-0.4
278,"もしファンミも昼間やったらさすがの兄さんもオゲンキデスカなんて言ってられんよね...",0.4,-0.4
279,"冗談だよ。",0.0,0.0
279,"よしよし(。",0.0,0.0
279,"๑。́•",0.0,0.0
279,"ω•)۶ヨシヨシ。",0.0,0.0
279,"ヴォエ!",0.1,0.1
280,"走ったりすると痛い",0.5,-0.5
281,"熱い",0.7,0.7
282,"撮らにゃいで。",0.1,0.1
